source,author,title,description,url,urlToImage,publishedAt,content,label,text,length,tokens,num_tokens
"{'id': 'abc-news-au', 'name': 'ABC News (AU)'}",ABC News,Police search for two brothers after fatal stabbing in Melbourne's south-east,Detectives say they are searching for brothers Abhijeet Abhijeet and Robin Gartan who fled a violent dispute that left one man dead and another injured in Ormond on Sunday.,https://www.abc.net.au/news/2024-05-06/two-brothers-wanted-after-fatal-stabbing-in-ormond/103810582,https://live-production.wcms.abc-cdn.net.au/94e1a5a2de8a5835bf3ddfee1cb4ad3d?impolicy=wcms_watermark_news&cropH=450&cropW=800&xPos=0&yPos=28&width=862&height=485&imformat=generic,2024-05-06T05:57:34Z,"<ul><li>In short: Police say they are searching for brothers Abhijeet Abhijeet and Robin Gartan after a fatal stabbing in Ormond, in Melbourne's south-east, early on Sunday.</li><li>A 30-year-old man… [+2266 chars]",toyota,Police search for two brothers after fatal stabbing in Melbourne's south-east Detectives say they are searching for brothers Abhijeet Abhijeet and Robin Gartan who fled a violent dispute that left one man dead and another injured in Ormond on Sunday.,250.0,"['police', 'search', 'two', 'brothers', 'fatal', 'stabbing', 'melbourne', 'south-east', 'detectives', 'say', 'searching', 'brothers', 'abhijeet', 'abhijeet', 'robin', 'gartan', 'fled', 'violent', 'dispute', 'left', 'one', 'man', 'dead', 'another', 'injured', 'ormond', 'sunday']",27
"{'id': None, 'name': 'Forbes'}","Rahat Huq, Contributor, 
 Rahat Huq, Contributor
 https://www.forbes.com/sites/rahathuq/",Rockets General Manager Rafael Stone Finishes Fifth In Executive Of The Year Award Voting,"By any measure, it was a successful season for Rockets general manager Rafael Stone.",https://www.forbes.com/sites/rahathuq/2024/04/30/rockets-general-manager-rafael-stone-finishes-fifth-in-executive-of-the-year-award-voting/,https://imageio.forbes.com/specials-images/imageserve/65cc12d48b367c87f18fb58f/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-05-01T01:46:04Z,"HOUSTON, TEXAS - NOVEMBER 24: Amen Thompson #1 of the Houston Rockets and Houston Rockets General ... [+] Manager Rafael Stone look on prior to an NBA In-Season Tournament game against the Denver Nug… [+2884 chars]",toyota,"Rockets General Manager Rafael Stone Finishes Fifth In Executive Of The Year Award Voting By any measure, it was a successful season for Rockets general manager Rafael Stone.",174.0,"['rockets', 'general', 'manager', 'rafael', 'stone', 'finishes', 'fifth', 'executive', 'year', 'award', 'voting', 'measure', 'successful', 'season', 'rockets', 'general', 'manager', 'rafael', 'stone']",19
"{'id': None, 'name': 'Forbes'}","Tim Treadgold, Contributor, 
 Tim Treadgold, Contributor
 https://www.forbes.com/sites/timtreadgold/",Lithium Price Down. Lithium Shares Up = Dead Cat Bounce?,"Lithium miners are booming as the sales of lithium powered electric vehicles slow, a disconnection which should ring an alarm bell for investors.",https://www.forbes.com/sites/timtreadgold/2024/05/20/lithium-price-down-lithium-shares-up--dead-cat-bounce/,https://imageio.forbes.com/specials-images/imageserve/664be2e71053d7635885b28f/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-05-21T02:19:42Z,"The share prices of lithium miners are booming even as sales of lithium powered electric vehicles slow, a disconnection which should ring an alarm bell for investors.
Over the past four weeks the sh… [+3426 chars]",toyota,"Lithium Price Down. Lithium Shares Up = Dead Cat Bounce? Lithium miners are booming as the sales of lithium powered electric vehicles slow, a disconnection which should ring an alarm bell for investors.",202.0,"['lithium', 'price', 'lithium', 'shares', 'dead', 'cat', 'bounce', 'lithium', 'miners', 'booming', 'sales', 'lithium', 'powered', 'electric', 'vehicles', 'slow', 'disconnection', 'ring', 'alarm', 'bell', 'investors']",21
"{'id': None, 'name': 'Forbes'}","Paras Jan, Contributor, 
 Paras Jan, Contributor
 https://www.forbes.com/sites/parasjan/",How To Watch The U.S.A. Swimming Olympic Trials,"Everything you need to know about the U.S.A. Swimming Olympic Trials: Date, Schedule and Venue.",https://www.forbes.com/sites/parasjan/2024/05/20/how-to-watch-the-usa-swimming-olympic-trials/,https://imageio.forbes.com/specials-images/imageserve/664b12ff7a0116d9d3422e3f/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-05-20T10:13:27Z,"LONG BEACH, CA - JULY 13: Diana Munz swims enroute to winning the 800-meter freestyle final at the ... [+] U.S. swimming Olympic team trials July 13, 2004 at the Charter All Digital Aquatic Center in… [+3521 chars]",toyota,"How To Watch The U.S.A. Swimming Olympic Trials Everything you need to know about the U.S.A. Swimming Olympic Trials: Date, Schedule and Venue.",143.0,"['watch', 'u', 'swimming', 'olympic', 'trials', 'everything', 'need', 'know', 'u', 'swimming', 'olympic', 'trials', 'date', 'schedule', 'venue']",15
"{'id': None, 'name': 'Forbes'}","Rahat Huq, Contributor, 
 Rahat Huq, Contributor
 https://www.forbes.com/sites/rahathuq/",Assessing The Houston Rockets’ Biggest Offseason Needs,"Unlike years past, the Houston Rockets enter the 2024 offseason without any glaring roster needs.",https://www.forbes.com/sites/rahathuq/2024/05/08/assessing-the-houston-rockets-biggest-offseason-needs/,https://imageio.forbes.com/specials-images/imageserve/65cc12d48b367c87f18fb58f/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-05-09T01:50:32Z,"HOUSTON, TEXAS - NOVEMBER 24: Amen Thompson #1 of the Houston Rockets and Houston Rockets General ... [+] Manager Rafael Stone look on prior to an NBA In-Season Tournament game against the Denver Nug… [+3572 chars]",toyota,"Assessing The Houston Rockets’ Biggest Offseason Needs Unlike years past, the Houston Rockets enter the 2024 offseason without any glaring roster needs.",152.0,"['assessing', 'houston', 'rockets', 'biggest', 'offseason', 'needs', 'unlike', 'years', 'past', 'houston', 'rockets', 'enter', 'offseason', 'without', 'glaring', 'roster', 'needs']",17
"{'id': None, 'name': 'Forbes'}","Jim Gorzelany, Senior Contributor, 
 Jim Gorzelany, Senior Contributor
 https://www.forbes.com/sites/jimgorzelany/","Red-Hot Memorial Day Weekend Deals On New Cars, Trucks And SUVs","Inventories have swollen and generous cash rebates as rich as $10,000 are being slapped on the hoods of slower-selling models to move the metal.",https://www.forbes.com/sites/jimgorzelany/2024/05/23/red-hot-memorial-day-weekend-deals-on-new-cars-trucks-and-suvs/,"https://imageio.forbes.com/specials-images/imageserve/664fa23344a04d7343a5bb5a/0x0.jpg?format=jpg&crop=2512,1412,x288,y342,safe&height=900&width=1600&fit=bounds",2024-05-23T20:17:45Z,"The full-electric Kia EV6 is among the models being offered right now with a hefty $10,000 cash-back ... [+] rebate.
Kia 
The Memorial Day weekend marks the unofficial start of summer, and is histo… [+3574 chars]",toyota,"Red-Hot Memorial Day Weekend Deals On New Cars, Trucks And SUVs Inventories have swollen and generous cash rebates as rich as $10,000 are being slapped on the hoods of slower-selling models to move the metal.",208.0,"['red-hot', 'memorial', 'day', 'weekend', 'deals', 'new', 'cars', 'trucks', 'suvs', 'inventories', 'swollen', 'generous', 'cash', 'rebates', 'rich', 'slapped', 'hoods', 'slower-selling', 'models', 'move', 'metal']",21
"{'id': None, 'name': 'Bringatrailer.com'}",bringatrailer,Original-Owner 1982 DeLorean DMC-12,"This 1982 DeLorean DMC-12 was purchased new by the seller from Pat Thomas Toyota in Fargo, North Dakota, and it now shows 8k miles. The car is powered by a 2.85-liter V6 paired with a five-speed manual transaxle and features unfinished stainless steel body pa…",https://bringatrailer.com/listing/1982-delorean-dmc-12-30/,https://bringatrailer.com/wp-content/uploads/2024/02/1982_delorean_dmc-12_20240516_151119-53594.jpg,2024-05-23T16:35:16Z,"This 1982 DeLorean DMC-12 was purchased new by the seller from Pat Thomas Toyota in Fargo, North Dakota, and it now shows 8k miles. The car is powered by a 2.85-liter V6 paired with a five-speed manu… [+2260 chars]",toyota,"Original-Owner 1982 DeLorean DMC-12 This 1982 DeLorean DMC-12 was purchased new by the seller from Pat Thomas Toyota in Fargo, North Dakota, and it now shows 8k miles. The car is powered by a 2.85-liter V6 paired with a five-speed manual transaxle and features unfinished stainless steel body pa…",296.0,"['original-owner', 'delorean', 'dmc-12', 'delorean', 'dmc-12', 'purchased', 'new', 'seller', 'pat', 'thomas', 'fargo', 'north', 'dakota', 'shows', '8k', 'miles', 'car', 'powered', '85-liter', 'v6', 'paired', 'five-speed', 'manual', 'transaxle', 'features', 'unfinished', 'stainless', 'steel', 'body', 'pa']",30
"{'id': None, 'name': 'Environmentenergyleader.com'}",Staff Writer,Toyota Boshoku America’s Solar Power Venture,"This partnership marks TBA’s largest on-site solar project to date, aligning with their goal to eliminate the impact of carbon emissions from their facilities.",https://www.environmentenergyleader.com/2024/05/toyota-boshoku-americas-solar-power-venture/,https://www.environmentenergyleader.com/wp-content/uploads/2024/05/Innovative-Solar-Initiative-to-Power-Toyota-Boshoku-Americas-Illinois-Plant-Enhancing-Sustainable-Manufacturing.jpg,2024-05-08T14:30:37Z,"Toyota Boshoku, a leading global interior systems supplier and filter manufacturer, specializes in developing and producing interior, filtration, and powertrain components. Headquartered in Kariya Ci… [+2585 chars]",toyota,"Toyota Boshoku America’s Solar Power Venture This partnership marks TBA’s largest on-site solar project to date, aligning with their goal to eliminate the impact of carbon emissions from their facilities.",204.0,"['boshoku', 'america', 'solar', 'power', 'venture', 'partnership', 'marks', 'tba', 'largest', 'on-site', 'solar', 'project', 'date', 'aligning', 'goal', 'eliminate', 'impact', 'carbon', 'emissions', 'facilities']",20
"{'id': None, 'name': 'Minneapolis Star Tribune'}",YURI KAGEYAMA,"Toyota racks up booming profit, vows to invest to keep growth going","Toyota doubled its net profit in the fiscal year that ended in March, as strong vehicles sales and a favorable exchange rate lifted results for Japan's top automaker.",https://www.startribune.com/toyota-racks-up-booming-profit-vows-to-invest-to-keep-growth-going/600364420/,https://www.startribune.com/static/img/branding/logos/strib-social-card.png?d=1714769250,2024-05-08T06:34:00Z,"TOKYO Toyota doubled its net profit in the fiscal year that ended in March, as strong vehicles sales and a favorable exchange rate lifted results for Japan's top automaker.
Toyota Motor Corp.'s annu… [+2549 chars]",toyota,"Toyota racks up booming profit, vows to invest to keep growth going Toyota doubled its net profit in the fiscal year that ended in March, as strong vehicles sales and a favorable exchange rate lifted results for Japan's top automaker.",234.0,"['racks', 'booming', 'profit', 'vows', 'invest', 'keep', 'growth', 'going', 'doubled', 'net', 'profit', 'fiscal', 'year', 'ended', 'march', 'strong', 'vehicles', 'sales', 'favorable', 'exchange', 'rate', 'lifted', 'results', 'japan', 'top', 'automaker']",26
"{'id': None, 'name': 'AutoExpress'}",Ellis Hyde,Car Deal of the Day: petrol-sipping Toyota Yaris Cross hybrid for £250 a month,The effortlessly fuel efficient hybrid SUV is our Deal of the Day for 2 May,https://www.autoexpress.co.uk/toyota/yaris/363055/car-deal-day-petrol-sipping-toyota-yaris-cross-hybrid-ps250-month,"https://media.autoexpress.co.uk/image/private/s--X-WVjvBW--/f_auto,t_content-image-full-desktop@1/v1629887159/autoexpress/2021/08/Toyota Yaris Cross 2021 UK-8.jpg",2024-05-02T15:46:06Z,"<ul><li>Hybrid SUV capable of 64.1mpg</li><li>Easy to drive around town</li><li>£250 per month with £3,011 initial payment</li></ul>Electric cars are the ideal choice if you want a car thats cheap to… [+2070 chars]",toyota,Car Deal of the Day: petrol-sipping Toyota Yaris Cross hybrid for £250 a month The effortlessly fuel efficient hybrid SUV is our Deal of the Day for 2 May,154.0,"['car', 'deal', 'day', 'petrol-sipping', 'yaris', 'cross', 'hybrid', 'month', 'effortlessly', 'fuel', 'efficient', 'hybrid', 'suv', 'deal', 'day', 'may']",16
"{'id': None, 'name': 'AutoExpress'}",Ellis Hyde,New Omoda 7 plug-in hybrid SUV arriving in 2025 to take on Toyota RAV4,The new mid-size SUV from China will also be going up against the best-selling Hyundai Tucson and Kia Sportage,https://www.autoexpress.co.uk/omoda/363058/new-omoda-7-plug-hybrid-suv-arriving-2025-take-toyota-rav4,"https://media.autoexpress.co.uk/image/private/s--X-WVjvBW--/f_auto,t_content-image-full-desktop@1/v1714731895/autoexpress/2024/05/New Omoda 7 plug-in hybrid 001_e3gckg.jpg",2024-05-03T10:31:42Z,"The new Omoda 7, revealed at the 2024 Beijing Motor Show, is headed to the UK in 2025 as part of a four-model offensive from the Chinese car maker. The 4.6-metre long mid-size SUV features a plug-in … [+1782 chars]",toyota,New Omoda 7 plug-in hybrid SUV arriving in 2025 to take on Toyota RAV4 The new mid-size SUV from China will also be going up against the best-selling Hyundai Tucson and Kia Sportage,181.0,"['new', 'omoda', 'plug-in', 'hybrid', 'suv', 'arriving', 'take', 'rav4', 'new', 'mid-size', 'suv', 'china', 'also', 'going', 'best-selling', 'hyundai', 'tucson', 'kia', 'sportage']",19
"{'id': None, 'name': 'Quartz India'}",Lucas Ropek / Gizmodo,Your car's key fob can be really easily hacked and there's not much you can do about it,"They’re small, they’re convenient, and, according to security researchers, they’re extremely hackable. The car key fob doesn’t exactly have the greatest reputation when it comes to digital security. Over the past few years, law enforcement agencies have alleg…",https://qz.com/car-key-fob-hack-cybersecurity-1851472969,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/df941fab57469fbbea79c4fb93337434.jpg",2024-05-13T15:45:36Z,"Theyre small, theyre convenient, and, according to security researchers, theyre extremely hackable. The car key fob doesnt exactly have the greatest reputation when it comes to digital security. Over… [+6682 chars]",toyota,"Your car's key fob can be really easily hacked and there's not much you can do about it They’re small, they’re convenient, and, according to security researchers, they’re extremely hackable. The car key fob doesn’t exactly have the greatest reputation when it comes to digital security. Over the past few years, law enforcement agencies have alleg…",348.0,"['car', 'key', 'fob', 'really', 'easily', 'hacked', 'much', 'small', 'convenient', 'according', 'security', 'researchers', 'extremely', 'hackable', 'car', 'key', 'fob', 'exactly', 'greatest', 'reputation', 'comes', 'digital', 'security', 'past', 'years', 'law', 'enforcement', 'agencies', 'alleg']",29
